source,target,weight
509546,681463,1
39477,550858,1
637408,654650,1
520246,536826,1
208600,128808,1
638894,519189,1
576426,530835,1
119075,501568,1
547456,220003,3
692018,654650,1
192955,666688,1
584344,192783,1
220003,561609,2
691070,683458,2
500699,666642,1
684792,165717,1
35320,555871,1
578572,532044,1
8613,54343,1
185213,511380,1
668757,685983,3
247220,502980,1
151141,690645,1
686053,220132,1
590087,541767,1
653256,539852,1
640752,682203,1
588323,193074,1
543372,690698,2
182345,588836,1
505942,499768,1
569739,582098,1
687908,502185,1
165633,170029,1
134517,690544,1
521362,189623,2
112030,566570,1
532731,220179,1
96494,670204,1
203859,654549,1
602824,552482,1
500128,687119,1
39212,23048,1
18563,18563,2
677179,198314,1
512479,131603,1
153396,164655,1
582140,185213,1
521362,504549,1
682072,603668,1
77028,570755,1
237828,605116,1
212987,212987,1
6101,674106,2
228279,164631,1
601254,680864,1
143035,603796,1
671476,680364,1
690593,582140,1
564012,135856,2
230058,687080,1
155364,689735,1
60012,634552,2
223700,165717,1
553628,177260,1
145378,33559,1
552156,654827,1
636045,12659,1
679691,692058,1
85909,514238,1
636113,84781,1
526993,655112,2
71313,680642,1
521683,639548,1
506713,248535,1
689849,686915,1
534006,690102,1
238360,499654,1
652153,582140,2
677394,173358,1
499428,513124,1
553628,607549,1
513650,686874,1
576122,106004,1
666601,242124,2
121623,570951,1
131731,509276,1
219450,686148,1
542631,527523,1
636568,72114,1
666368,118985,2
606215,631853,2
655705,633157,1
106346,244154,1
576021,182345,1
165190,638660,1
677754,50299,1
500146,607908,1
547649,548940,1
585019,501871,2
667125,604940,1
49423,65938,1
555871,103172,1
17755,692218,3
586581,183622,1
59327,562425,1
231057,189623,1
691182,534031,6
691053,537794,1
56682,676601,1
503831,95263,1
136434,6585,1
61352,685983,1
682673,509724,1
655677,689737,1
503395,578849,1
651126,666961,1
686613,40458,1
63280,666154,1
691306,518800,4
87303,47029,1
248535,117568,1
631865,138609,1
631478,684709,2
635748,17611,1
606962,138609,1
583298,588111,1
691937,516981,1
501428,116452,1
144386,237654,1
667841,61140,1
543372,573492,1
678946,550603,1
574705,514596,1
51964,668509,1
213679,692074,1
606233,680406,1
67506,67506,5
543372,499613,2
667715,569277,1
633747,121850,1
21142,73289,1
533552,686674,1
588395,176804,3
35396,563752,1
634042,25633,1
97865,499735,1
16044,112030,1
584344,540624,1
223407,189623,1
590087,678196,1
537794,539511,1
692132,164631,1
690823,303562,1
52997,52997,2
655677,38837,2
247404,589970,1
679462,14647,1
229790,606809,1
41830,548321,1
508163,574983,1
172385,566619,1
679518,691617,1
150784,499613,1
582774,561652,2
74258,604998,1
516559,556816,1
541888,157818,2
607903,673838,1
522716,248667,1
243177,159276,1
651126,169493,2
684856,692382,1
188754,119075,3
10705,67163,1
686446,682535,1
686613,192812,1
74014,680447,1
517840,686372,1
52261,580659,1
669573,632037,2
182564,177819,1
684803,686463,1
192986,28392,1
601254,687729,1
634554,85523,1
59588,689202,1
587378,191479,1
688994,290198,1
605960,517606,1
243450,673091,1
680762,151912,1
655112,36135,23
676476,687170,1
566911,608035,1
637849,560943,1
142825,111373,1
540897,690730,1
606727,500861,2
511146,119006,1
636447,112015,1
56270,18563,1
506713,606236,1
668382,666900,1
631880,587250,1
501747,634783,1
672342,691809,1
636045,579773,1
576332,553878,1
665847,150739,1
559644,559644,1
192935,547904,1
23048,603764,2
117560,540865,1
178567,45524,2
180197,577993,1
576172,7545,1
185796,666437,1
586587,51140,4
159131,316715,1
522710,2148,1
72755,73289,1
552648,563778,1
224497,677350,1
690645,558498,1
63441,239624,2
690432,230058,2
667739,183952,4
691809,533977,1
248515,500058,1
77640,96399,1
521475,233095,1
228466,27632,1
24658,606823,1
607160,586872,1
538958,638771,3
517516,517516,1
151638,534185,1
324635,568486,1
20180,20180,7
684709,604261,1
111022,653727,1
499446,578308,1
607241,688984,1
54010,189623,1
37541,573545,1
579479,675939,1
682396,233762,1
316796,170252,1
175580,168570,2
668731,179108,1
112630,508382,1
221975,159126,1
41348,500886,1
581025,690645,1
579538,8227,1
605061,582098,2
681644,51140,1
105454,37016,1
552648,552648,2
541548,502529,1
505338,74460,1
631183,499906,2
678541,499569,2
665939,548940,1
212754,500820,1
63280,570140,1
51468,588107,1
302559,38576,1
629352,562761,1
40593,673838,1
278003,573469,1
508838,176518,1
605545,522158,1
565489,3481,1
686372,44150,1
589198,581613,1
601482,583930,1
607883,21180,2
667739,528071,1
56987,119604,1
583231,570934,2
185230,574891,1
667658,589057,1
504805,96494,13
313287,652153,1
683359,580045,1
36275,561082,1
679235,691769,1
679951,170445,1
181299,184082,1
99165,94524,1
527743,691809,1
50084,169070,1
654549,570474,1
11815,53168,1
72519,37650,1
690304,580853,1
574429,16435,1
55197,633859,1
640272,640531,1
635652,85518,1
575663,108656,1
41757,53174,1
531158,581025,1
634042,680457,1
575686,676101,1
570550,668988,1
147741,533835,1
178915,500806,1
159867,67023,1
691182,115879,1
560940,585349,1
44120,44120,1
39352,209292,2
638660,683458,1
630596,527661,1
590087,517366,1
206858,518761,1
182309,669286,1
636434,549044,1
675721,666642,1
217520,500517,1
234944,677470,2
206927,16074,1
544620,521475,1
530794,680722,1
19575,687170,1
540897,673426,1
531626,690843,1
561106,117313,1
36135,56608,1
527734,152747,1
29470,579420,1
536872,677313,1
634042,691852,1
116452,587830,1
549570,173975,1
505380,552163,1
182876,516017,2
174939,500058,1
229790,151912,2
76355,94524,1
685334,232252,1
337826,499267,1
204614,668509,1
47725,13390,2
583505,28392,1
30980,575216,1
640481,652334,1
677402,49108,1
516173,136081,1
630375,77640,2
585723,520216,1
507190,690119,3
64808,220808,1
85358,248049,1
584656,654650,1
60979,71741,1
64217,691617,4
206596,508710,1
197207,691715,1
503020,691617,1
18560,688002,2
510670,501095,1
541888,4093,2
580853,210024,1
636133,68779,1
189623,500039,1
590087,239035,1
605186,23673,1
630654,180361,1
513977,523821,1
149874,605172,2
684709,532945,22
583298,632232,1
683006,654075,1
692218,675721,1
97848,39617,1
189573,120014,1
49618,179325,1
601807,548811,1
583231,121820,1
32173,292325,1
222419,507193,1
681793,509178,1
576593,575686,1
499524,182847,2
499715,637124,1
525222,666642,1
147741,44420,1
131921,677825,2
673911,652310,1
49497,511087,1
499739,601570,1
32651,69236,1
150745,196015,1
521197,10588,1
205004,607903,1
63280,609035,1
40704,226755,1
189623,223707,1
675721,543164,1
130964,149514,1
687560,652879,1
607859,137185,1
636638,691667,2
683693,564146,1
533647,634753,1
220003,636938,3
218671,572945,2
60012,640073,1
51918,22680,1
555178,633790,2
203859,508710,2
587250,501428,1
654650,202699,1
655732,163415,1
95263,675552,1
226595,588391,1
84689,157,1
691617,500370,1
88583,504537,1
600252,521629,1
637827,586583,2
38576,564122,1
130193,499613,1
630355,570951,1
580186,589806,1
588069,531626,1
560934,74258,1
684611,572871,1
676272,567213,1
1493,606156,1
533314,576345,1
185213,670088,1
551996,34243,1
524093,239017,2
689555,632891,1
541767,211648,1
208696,678310,1
105197,163057,1
79597,173987,1
676476,589021,1
584902,21645,1
59327,691759,16
64217,504499,1
169493,606080,1
557434,685426,1
175586,248049,1
684411,504301,1
608046,30537,1
671360,675721,1
607127,516664,2
49126,203859,1
167335,185213,1
544956,651661,1
502577,653576,1
165029,606563,1
81268,165453,1
55473,539719,2
504154,170029,2
553878,567477,1
579866,22470,1
684426,667386,1
155364,12659,2
37401,566287,1
151889,501455,1
672162,499613,1
38837,691759,1
117568,552968,1
222268,530559,1
239194,500031,1
211911,549658,1
565150,688110,1
238736,74670,2
532982,652152,1
637497,580319,1
689391,525222,1
576531,19575,2
565355,689735,1
228053,587202,1
531468,302476,1
50084,163057,1
104536,503395,2
229368,95684,1
580853,205786,1
183344,586443,1
567774,689884,2
81978,691306,1
631546,630654,1
28392,545746,1
169493,534871,1
239635,104470,1
583428,196693,1
684811,606430,1
5693,574891,3
545815,685775,1
677906,652093,3
689145,583271,1
503692,588629,1
337826,502530,1
603670,541767,2
173695,558915,1
531626,605932,1
162938,520552,1
151559,684182,1
208696,630355,1
676740,639693,1
670829,691617,1
219835,3481,1
204465,37541,1
151141,669439,1
37016,537794,1
167335,689354,1
501330,586365,1
680158,686053,3
629698,586124,1
212235,542290,1
517121,608819,1
46764,692319,1
218671,677011,1
691617,79597,1
602441,548759,1
559644,150745,17
25948,41056,1
51848,545251,2
669150,654075,1
208499,23771,3
503920,523362,2
516823,539144,1
606212,500031,1
69368,48428,1
51778,185580,1
686808,201650,1
530501,691759,2
86590,42167,1
691809,588619,2
537003,689943,1
668937,555871,2
133153,220348,2
198149,152810,2
146490,500116,1
500680,579516,1
576437,527059,1
688895,608138,2
116071,194601,1
559722,559722,1
513111,579479,1
192259,689252,1
545727,690843,1
178006,633790,1
512097,640073,1
553086,165429,1
501329,130303,1
160990,223409,2
192259,678185,1
499358,529012,1
691809,46793,1
512243,220179,1
97371,55475,1
526105,519594,1
166318,499280,1
590045,104470,1
121877,604239,1
608649,573163,1
688102,570744,1
586119,560558,1
59327,586711,1
116593,221305,1
691172,549658,1
534185,687014,3
562526,199392,1
587193,116464,1
175387,678038,1
541646,601629,1
541215,588395,1
567106,149038,4
85820,679615,1
654549,534970,1
509276,165429,1
588933,672458,1
691121,79180,1
576629,606890,1
579244,2148,6
199038,690766,1
556204,94936,1
688289,639548,1
73473,504697,1
534031,588229,1
44152,691505,1
633157,116032,1
30600,227690,1
573870,576437,1
587250,184470,1
522716,522716,4
634554,685983,1
203924,604726,1
150198,184943,1
199392,160022,1
633296,608492,1
691083,666289,1
499749,688820,1
50456,66293,1
676740,83463,1
514962,153665,1
499749,519329,4
56682,527649,3
94509,605791,1
632494,166103,1
666961,52753,8
575686,211843,1
94509,55298,1
54914,230689,1
634042,502323,1
686745,204419,1
675788,583231,1
575657,636133,1
688110,545727,1
201114,578118,2
605993,629450,1
499953,602441,1
164344,532926,1
32173,589748,1
548307,20373,1
684715,499367,1
175337,74674,1
129610,557860,1
683693,575945,1
601254,98655,2
74674,577435,2
668214,320793,1
72656,499524,3
570174,525539,1
231977,155869,1
503831,635445,1
35172,686463,1
691053,540945,4
236690,603034,1
575998,81978,1
545967,634042,1
161365,588445,1
515994,181556,1
183026,674865,1
208692,691617,1
607801,640123,1
681365,601458,1
673091,556648,1
501428,689060,1
639861,563736,1
557134,630577,1
243184,5658,1
74271,527187,1
523211,551789,1
562437,17611,1
211811,521489,1
128733,221715,1
653256,49126,1
608851,560151,1
679087,636938,1
528633,546036,1
639567,18563,1
579231,108656,1
633359,588369,1
679556,532982,1
604575,233503,1
564722,115312,1
585715,684527,1
124021,158488,1
689742,605545,1
503006,6095,1
608984,525222,1
674865,691809,1
676601,72114,1
633157,684165,1
673073,214794,1
674400,637021,1
212691,209091,4
564609,500097,1
576122,67098,1
196693,152968,1
688427,512991,1
677966,585723,1
35427,536826,1
580853,160990,1
691675,680518,1
75189,38650,1
507006,586620,1
499582,680406,1
145551,685775,1
204550,669955,1
506121,540945,1
632269,692029,1
235191,206858,1
653561,53014,1
37541,509247,2
337826,162938,1
90394,505174,1
503643,583086,1
681641,132170,1
53168,581137,1
666132,631199,1
173695,583261,1
671476,181299,2
589057,632931,1
550603,500031,1
567887,666437,1
214555,150745,1
233529,608411,1
85358,210451,2
531626,517247,1
35058,108379,1
636133,548811,1
520398,84316,1
202438,499216,1
55498,632494,1
500927,502218,1
509253,692049,2
499749,135214,2
103172,524430,2
519404,556668,1
61298,200265,1
532808,185084,1
96494,684411,1
525213,223180,1
513250,667739,2
689252,131910,1
691070,153444,1
566445,22680,1
163057,179933,1
634042,155006,1
577880,138449,1
640781,670829,1
94988,203598,1
683693,19611,1
135374,49945,1
502577,684167,1
153330,679557,1
569561,634431,1
561825,170029,1
590087,608467,1
630355,634552,1
678038,513107,1
652653,570843,1
689735,668044,1
569218,50503,1
577078,528633,3
46805,527899,2
522241,676452,1
551743,585019,1
603984,507649,1
640073,683458,1
682802,557448,1
690148,605791,1
240649,588244,1
37541,472,2
552318,154823,1
654289,683366,1
634554,633790,1
603984,112369,1
333436,684811,1
224071,155364,1
554615,639548,1
556017,690644,1
225037,50299,1
527290,163809,1
689354,607165,1
521721,55475,1
18537,55197,1
69236,124237,1
124237,652760,1
141759,686613,1
633157,40121,1
677375,499410,1
558915,199038,1
589629,499292,2
666961,685426,4
563643,60845,1
691088,172560,1
640002,533703,1
673838,333436,1
240661,3072,1
575686,688820,1
545815,573992,1
503035,605083,1
499773,523052,1
238223,601189,1
632399,687901,1
85062,600903,1
500716,527744,3
556861,584635,1
685281,603796,1
58281,513829,1
501015,548592,1
654384,630061,1
19575,171511,1
161365,582140,1
504805,236360,1
634554,500520,1
191779,39651,1
586068,586763,1
23771,514271,1
101042,184943,1
544880,245174,1
72611,152968,2
561549,184470,1
555732,680864,1
105197,687014,1
165633,534185,2
41830,76955,1
49006,243821,1
537794,588107,1
50163,164468,1
4894,159867,1
190900,80301,1
545792,123892,1
502655,686012,1
561263,608300,1
551526,176914,2
122374,500168,1
57602,633337,1
505847,686279,1
35391,667312,1
515039,567774,1
206209,197207,1
78369,231520,1
55475,675310,1
237190,691433,1
682456,577880,1
232265,150735,1
651126,667310,1
548552,152968,1
677754,589970,1
522716,504781,1
83749,635813,1
499358,175494,1
72656,509247,2
603132,233503,1
638805,603868,1
131910,71295,1
575903,502343,1
30980,634552,2
530727,675721,1
586620,654927,1
685566,573380,1
505942,541767,1
116464,587193,1
195869,528843,3
545822,230892,1
689023,501871,1
556575,554255,1
516017,29217,1
654785,688491,1
172546,666961,1
96494,569933,1
687232,532100,1
499428,545727,1
653956,691083,1
6602,690169,1
640063,173975,1
665847,676053,2
40395,579155,1
63482,579842,1
167277,536826,2
633359,603319,1
64808,519547,1
576254,519933,1
503831,173358,1
588780,631099,1
578480,563736,3
511146,676601,1
237971,678038,1
632273,266078,1
102388,582331,1
534566,557714,1
553260,225289,1
586620,189749,1
155016,688119,1
633859,117568,4
579479,246521,3
687014,686050,1
532982,687969,1
513977,521475,1
688566,534328,1
669110,589198,1
541888,586124,1
184712,235438,1
565783,652310,1
98631,669955,1
670489,675939,1
527555,562788,1
246067,159126,1
684611,530702,1
508506,215382,1
575686,79597,1
564156,687658,1
509054,691797,1
536826,513791,1
51140,687733,2
690739,676820,1
691967,150895,1
235284,166103,1
209292,102192,1
132496,639730,1
675359,654650,1
525443,690843,1
561652,62021,1
503643,233702,1
605165,651855,1
37016,552648,1
691256,515565,1
691083,566365,1
205881,587953,1
204200,167646,1
654650,586821,1
569176,500132,1
44175,606534,1
558083,85803,1
502176,672163,1
195869,337826,3
578118,606165,2
500927,530234,1
669150,43017,1
175922,555783,1
23771,676021,1
119887,584635,2
277726,640531,1
49618,531349,1
633859,517331,1
690766,606484,1
512991,196753,1
520599,121877,1
635350,175860,1
164344,543242,1
672022,636045,1
679556,534006,1
552781,533160,1
688926,167759,1
538779,71265,1
555173,577334,1
298683,532044,2
499739,691306,3
225574,640040,1
502854,121554,1
185213,668949,1
682456,506499,1
677429,232212,1
608925,100041,1
233095,189623,1
691766,563778,1
527054,688994,1
41608,82165,1
581778,565355,1
571503,537471,1
8227,605932,1
49006,149514,1
522158,25937,1
48945,507152,1
209292,553340,1
562788,553950,1
686372,115312,1
579842,49126,1
120885,10992,1
604831,637280,1
572502,23048,1
20363,58444,1
136081,633941,1
222933,500886,1
679789,500517,1
499654,506468,1
37541,49451,2
190825,677174,1
545475,72337,1
685540,219621,1
220003,553878,2
521872,131910,1
51918,503908,1
505942,678196,1
684841,208600,1
677004,692099,1
297728,169493,3
29181,557063,1
604654,588372,1
165453,553600,1
570329,639548,1
75877,95254,4
60012,669585,1
691693,680249,1
671619,97004,5
583505,686435,1
194852,682203,1
630120,106004,1
690148,244840,1
674397,601807,1
499251,202644,1
683333,508443,1
530531,501871,1
632376,19823,1
239530,634004,1
579866,607625,1
565241,77640,3
521235,630120,1
569933,215275,1
65315,55016,1
686613,566719,1
38837,569605,1
689889,169099,1
513107,691053,1
573492,564156,1
532550,690685,1
678231,122374,2
691053,499366,6
162594,499749,1
83590,654583,1
17748,682396,1
686053,564772,1
27289,585715,1
121909,64124,1
667125,4894,1
58281,581376,1
636595,513236,1
112030,558083,1
565355,238360,1
563419,557506,1
679691,509276,2
566570,141131,1
514730,49108,1
166728,551636,1
669693,118510,1
685728,517443,1
684709,637260,1
679697,44671,1
182351,678879,1
218450,544482,1
588107,560004,2
651722,680447,1
249578,637280,1
499367,3457,1
668949,203155,2
630577,234474,1
633843,30457,1
17575,636036,3
692305,562278,1
23523,24367,1
212180,117313,1
603034,567555,1
37541,507663,1
499315,581219,2
199008,521718,1
580853,687014,1
578602,1354,1
607160,564123,1
635652,228825,1
676028,629369,1
683111,557714,1
185213,158899,1
588662,636649,1
237654,569186,1
689861,151696,2
104527,223767,1
573052,64403,1
115835,142825,1
674865,499749,1
528843,685983,1
106004,687014,1
572729,679326,1
570140,688531,1
677156,189025,1
686372,673426,1
499684,17469,1
608041,502111,2
106927,78369,1
692125,589970,1
578772,578772,2
27016,201328,1
238052,552604,1
513781,555331,1
633941,227909,1
562934,238163,1
605186,553552,1
559707,651126,1
571358,636045,1
117313,65665,1
683006,677350,1
103172,640295,1
117313,158899,3
655364,150745,1
545311,170015,1
189214,187968,1
499204,170639,1
572728,635350,1
685260,586119,2
578506,681793,1
88297,638643,1
535264,691736,1
15938,545965,1
679302,667618,4
244225,581219,1
554148,604782,1
667739,503323,1
177805,555871,1
58849,83268,1
534149,2968,1
686053,208600,2
9514,53014,1
179325,584045,1
62021,41608,1
564174,139031,1
577332,527431,1
235704,602252,1
517614,73668,1
674386,686412,1
189623,677375,1
41348,200202,1
58849,182045,1
579985,578814,1
232212,69867,1
692218,535695,1
654128,586620,1
500200,63280,1
536826,516486,1
567086,518647,1
219799,156389,1
638741,687658,1
683693,688197,1
586763,37541,2
333436,241412,1
677429,636462,2
579846,682667,1
688119,635467,1
514546,634254,1
149514,30230,1
559644,145378,5
586058,531196,1
115312,181299,1
246652,687794,1
676229,539866,1
20552,640120,2
655112,589602,1
562174,243100,1
516017,94989,1
156577,636819,1
60012,562212,1
682195,679733,1
516486,39212,1
607903,686674,1
640002,521489,1
526514,59280,1
511991,630057,1
51425,183344,1
637260,589155,1
4551,95254,1
187975,691433,1
538764,691348,1
584344,500795,1
195869,521069,5
120885,60012,2
582200,682456,1
559974,690068,2
686674,606809,1
541026,680920,1
26547,574983,1
670822,690766,2
510064,528013,1
680139,578323,1
586119,182639,1
499613,337826,1
162938,536826,1
583236,583236,1
236690,206719,1
689614,555173,2
499308,223076,1
142825,172784,1
589546,52281,2
14001,687658,1
50299,203265,1
634254,185084,1
72611,629980,1
561877,522835,1
131370,584410,1
557134,521197,1
603960,504911,1
687298,502802,1
677174,555916,1
502802,49945,1
588494,183344,1
565950,130033,1
54010,526574,1
558329,51140,6
636938,605474,1
556566,233095,1
581219,117048,2
128814,160247,1
573087,569176,4
691745,569486,1
8647,541767,1
666012,589970,1
588910,507963,1
683777,633859,1
22680,561705,1
583231,583505,1
44962,23771,1
499292,509054,1
574677,176409,1
582178,166127,1
565248,7715,1
633296,640295,1
30980,640073,1
184424,187232,1
516559,557621,1
679087,526247,1
41830,61486,1
691813,316409,1
682396,601432,1
689889,689861,1
676028,180916,1
586119,3481,1
637925,1011,1
60346,681582,1
605729,674865,1
166728,499443,1
558329,72337,1
691306,685426,1
608047,689742,1
102731,669110,1
654549,520921,1
603718,162728,1
560742,678231,1
189719,553379,1
521489,585723,1
640531,145551,1
580625,502111,1
206569,529854,1
14647,555732,1
500112,672022,1
28392,580812,1
26405,34462,1
105264,532222,1
670204,636133,1
554200,240232,1
551267,205367,1
606522,564402,1
39353,588836,1
527570,337826,1
635288,653437,1
240232,685890,1
245964,275898,1
666012,555081,1
218517,539522,1
114929,635329,3
60012,682468,1
61298,534185,1
679401,7346,1
66166,603207,1
228466,579790,1
651855,691256,1
63441,160247,1
679173,105957,1
229383,217520,1
502164,572979,1
57326,212771,1
602358,105050,1
548164,176804,2
114275,176814,1
500680,605186,1
551461,63392,1
32173,564596,1
73668,690685,1
142447,687818,1
588107,504619,1
567668,512051,1
655677,631853,2
65192,92005,1
53773,532792,1
181244,680447,2
100543,690169,1
574280,499889,1
184082,181299,1
227909,688621,1
230496,691809,1
203275,605791,1
525738,691103,1
543724,547417,1
51817,560940,2
534031,185213,1
499736,932,1
499212,670212,1
685607,507457,1
522281,244783,1
635836,588755,1
684611,637728,1
85518,589593,1
542766,684182,1
236278,153666,1
679990,93592,1
691182,219180,1
119827,685983,1
675572,176914,1
691524,574990,1
219782,562212,2
499216,635467,1
520029,561038,1
207746,29181,1
159867,190891,1
539724,691617,1
233529,155433,1
561839,499929,1
163831,677367,1
515725,558806,1
667981,63662,1
201113,691696,1
528357,7669,1
543039,63482,1
55475,578253,1
684811,638929,1
684709,539799,1
608649,651722,1
581238,629441,1
176814,687658,1
514640,232992,1
691609,46471,1
153665,671314,2
690843,507392,1
691570,232992,4
690877,129998,1
533552,516802,1
65665,680680,1
586821,608035,2
519189,166728,1
631409,575173,2
686372,176914,1
667524,206859,1
193748,601808,1
178936,238226,1
570474,536872,2
690645,139098,1
180703,77270,1
571358,547756,1
549633,690766,1
689023,108019,1
691306,692255,1
144903,688841,1
676028,505899,1
676476,219127,1
676028,607071,1
570174,516492,1
337826,116864,2
150357,150357,1
124078,238360,2
143620,691809,1
606453,179108,1
686487,541888,1
683241,52072,1
73668,587378,1
575553,569565,1
135389,651126,1
550300,691306,2
557238,183392,1
173555,6835,1
176518,690644,1
115833,682201,1
180735,580812,1
676664,608328,1
687560,691036,1
690766,688877,1
231705,680762,1
601885,191730,1
602252,586524,1
224048,165633,1
23214,636036,6
689861,631567,1
545670,554200,1
607572,588933,1
88297,54749,1
689751,500530,1
130290,671401,1
149514,530794,2
606156,583337,1
600389,633296,1
46805,324635,1
670829,634771,1
220159,685983,1
671111,563736,1
689680,581219,1
634711,584008,1
654785,667618,2
566570,524093,1
18812,533242,1
522750,545727,1
64880,70212,1
96494,581049,1
10581,602403,1
586587,635836,1
687864,604575,1
600369,579667,1
655217,515067,1
602673,532199,1
550477,682673,1
181209,90208,1
561898,28392,1
673831,640317,1
508172,149638,1
651442,505004,1
2968,666184,1
666961,511319,1
692049,119887,1
605756,68955,1
677875,18537,1
635288,94640,1
526105,221305,1
522269,52281,1
55475,527835,1
500998,534185,1
101799,144333,1
545967,169213,1
284400,687312,1
501743,505847,1
8409,578566,1
541888,541888,1
672007,574280,1
680680,42349,1
239841,46115,1
630463,583375,1
72656,669629,1
606541,244446,1
169070,670204,1
212394,691411,3
41128,160041,3
503686,604917,1
550260,182924,1
606327,76577,1
682456,499443,1
691083,675862,1
545967,224497,1
333436,569486,1
677313,633157,1
118816,69236,1
575642,580191,1
629116,558082,1
601254,184106,1
581404,241929,1
214986,189545,1
108019,607908,1
586220,569176,1
601885,199392,2
517331,197565,1
176814,515725,1
103172,506211,2
103172,680866,1
521721,578353,1
570874,523951,1
666523,43017,1
677640,677093,1
508742,167776,1
528247,516356,1
690148,689145,2
602403,630309,1
569176,555361,1
190254,568460,1
55475,185084,1
691306,633790,2
545965,58623,1
76577,579819,2
568631,133945,1
7957,24561,1
563983,571524,1
667658,101796,2
603984,499290,1
167335,175311,1
34484,499289,1
59242,513977,1
172325,575686,1
607508,565241,1
21189,87685,1
655705,573861,1
79444,517324,1
676476,588619,1
688412,634208,1
665912,676975,1
245243,544781,1
563515,672257,1
668666,684182,1
601254,510864,1
513014,85089,1
671974,682673,1
219305,685775,1
603868,170639,1
10741,239805,1
164631,51318,1
665968,691348,1
27301,208539,1
504534,55475,1
503661,119750,1
680854,120014,1
10978,204200,1
15283,680854,1
682195,499428,1
689075,680159,1
236358,103996,1
573847,573992,1
689497,640040,1
17990,639659,1
79949,182351,1
653971,198314,1
119665,501320,1
578308,162073,1
244715,153444,2
143923,94509,1
66166,634554,1
529854,206569,1
499749,651126,1
589361,527291,1
686372,502490,2
631789,528410,1
163057,61203,2
601875,129433,1
691070,685983,2
574989,2148,2
145978,568631,1
603668,132496,1
690766,669110,1
525936,220179,1
541708,634552,1
75189,82648,1
16074,185213,1
106927,501670,1
46799,535455,1
499768,637872,1
35391,176914,1
690148,332203,1
38837,603183,1
666012,586068,1
683359,582338,1
536204,108600,2
133758,537620,1
685426,239017,1
227909,224071,1
222852,516356,1
238360,580853,1
640490,28392,2
581535,589021,1
690766,549343,2
183389,583505,2
631072,167277,1
630577,170067,1
580832,65417,3
670511,667841,1
185213,170015,1
212938,219628,1
74674,184470,1
690645,692218,1
630654,691033,1
571557,13120,1
691293,518647,1
565297,551823,1
691524,565321,3
632494,678438,1
563061,605791,2
691261,553878,1
324635,50541,1
688088,652334,1
18537,241929,1
155433,189573,1
541708,499283,1
671974,605416,2
655569,682089,2
560934,193320,1
234718,633396,1
185157,516429,1
28392,48428,1
182809,236663,1
116515,584787,1
515367,29470,1
36135,499965,1
18537,603868,1
510064,630577,1
682773,526543,1
630020,122374,1
527488,688222,2
539144,52128,1
579778,668044,1
7545,567394,1
509247,235704,1
523923,137950,1
669955,204550,1
552781,121873,2
689428,248515,3
576122,505289,1
108019,578745,1
500116,237303,1
676028,210024,1
130759,681365,1
560818,157862,1
174939,94524,1
213859,94640,1
587187,248718,1
23681,677398,1
189623,688491,1
567692,583231,1
10992,683731,1
151912,186514,1
631124,686372,1
692316,690843,1
651126,28077,1
122198,651126,1
582140,515580,1
565355,565355,1
676367,636938,1
166095,562934,1
686870,18563,1
684561,206774,1
505420,88484,1
510266,14647,1
174116,670715,1
163415,87128,1
669817,669817,2
6835,150839,2
537183,537183,1
576122,84688,1
502046,604506,3
51318,248743,1
127886,538764,1
678310,582140,1
581376,634783,1
499763,667739,1
556204,634771,1
203859,4066,1
187726,575211,1
689874,124666,1
243004,39477,1
52753,55475,1
680740,500317,1
107308,137814,1
535169,667000,1
246344,541767,1
682456,578745,1
199008,584344,1
501362,654785,1
634988,48895,1
212771,174048,1
222643,166736,1
121873,117656,1
123127,6603,1
637827,236360,1
185213,638929,6
654549,577993,1
7346,606430,1
655705,586124,1
12071,500260,1
582717,581049,1
601061,224813,1
239194,679087,1
119075,629747,1
665856,665856,3
575657,513236,1
666841,553917,1
556918,13632,1
27470,673300,1
511580,689362,1
36135,130290,1
73473,8982,1
666429,530220,1
120500,690645,1
602403,48878,1
553628,677004,3
575690,190900,1
196015,143943,1
503323,226544,4
121623,689838,1
563736,16044,1
143923,586078,3
678946,135214,1
606294,684715,1
569277,665911,1
572197,164344,1
672342,671476,1
569717,679401,1
634649,634649,3
639951,563161,4
527997,587474,1
506631,583426,1
536047,577359,1
143620,499749,1
188652,52315,1
553950,574294,1
211665,136340,1
691809,505332,1
562761,691809,1
639525,35391,1
500195,500195,1
60012,165725,1
678231,555871,2
676476,545822,1
142825,605932,4
23703,683078,1
668509,205403,1
513425,14647,1
692132,681949,1
175580,229598,2
37541,544504,1
632399,638452,1
112030,38837,14
630577,20700,1
608649,216048,1
586524,570329,1
499205,189656,1
170029,5487,2
53010,500276,1
667447,603319,1
515725,630173,2
575686,651126,1
540876,560775,1
690645,34644,1
683424,690645,1
631853,534149,1
689354,689252,2
690645,176914,1
203275,234505,1
49850,232992,1
59327,686372,3
121820,22234,1
602824,185848,1
521362,499562,1
555985,608819,1
688197,581613,1
505847,19194,1
564313,551743,1
85820,575802,1
654650,608649,1
30457,19575,2
571503,547904,1
691261,107716,1
525222,522135,1
561504,580173,1
169493,583740,1
500680,188362,6
668949,578572,1
692049,692132,2
191311,519329,1
569283,522138,1
116593,690843,1
583271,634753,1
691617,545069,1
27744,574550,1
523951,228279,1
634552,504989,1
151912,500722,1
680777,667444,1
2809,557238,1
